Turn,User Text,SNOMED Term,Code,Retrieval Score,Hypothesis,NLI Label,Entailment Score,Neutral Score,Contradiction Score,Decision
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Racing thoughts (finding),285303006,0.4732,"This person has racing thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity), thought process (observable entity), speed of thought (observable entity).",NEUTRAL,0.0023,0.9896,0.0081,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Repressing thoughts (finding),224988005,0.4722,"This person has repressing thoughts (finding), which involves psychological function (observable entity), mental defense mechanisms (observable entity).",NEUTRAL,0.0021,0.8584,0.1394,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Rumination - thoughts (finding),86110000,0.4549,"This person has rumination - thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0073,0.9793,0.0134,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Positive self thoughts (finding),225446002,0.4278,"This person has positive self thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0009,0.9453,0.0539,KEEP
50,I’m still trying to get the hang of identifying my thoughts. Should I plan for anything next week?,Intrusive thoughts (finding),225445003,0.4216,"This person has intrusive thoughts (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.002,0.9882,0.0098,KEEP
51,"OK, what do we do now that we’ve created an exposure hierarchy?",Level of interest (observable entity),247752005,0.2584,This person has level of interest (observable entity).,ENTAILMENT,0.7734,0.1992,0.0274,KEEP
52,What do we do next with this exposure thing?,Witness of indecent exposure (finding),242973005,0.2902,"This person has witness of indecent exposure (finding), which involves psychological function (observable entity), sexual relationship details (observable entity), functional observable (observable entity).",NEUTRAL,0.3726,0.6177,0.0098,KEEP
52,What do we do next with this exposure thing?,Exciting ideas (finding),247623004,0.28,"This person has exciting ideas (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.0114,0.9092,0.0794,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Emotional state finding (finding),106126000,0.6026,"This person has emotional state finding (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.1483,0.5317,0.32,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Showing emotion (finding),288545008,0.5854,"This person has showing emotion (finding), which involves psychological function (observable entity), emotion (observable entity).",ENTAILMENT,0.645,0.2784,0.0766,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Emotion (observable entity),285854004,0.5815,This person has emotion (observable entity).,ENTAILMENT,0.9142,0.0718,0.0141,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Finding of capacity for emotion (finding),365151003,0.5792,"This person has finding of capacity for emotion (finding), which involves psychological function (observable entity), emotion (observable entity), capacity for emotion (observable entity).",ENTAILMENT,0.9685,0.025,0.0065,KEEP
53,"[Curious, after emotion monitoring homework was assigned at the end of the previous session] Where should we start today?",Finding of expression of emotions (finding),365186001,0.5699,"This person has finding of expression of emotions (finding), which involves psychological function (observable entity), emotion (observable entity), expression of emotions (observable entity).",ENTAILMENT,0.8863,0.0922,0.0215,KEEP
54,I’m not sure I’m ready to do this on my own.,Difficulty making plans (finding),247584000,0.3268,"This person has difficulty making plans (finding), which involves psychological function (observable entity), cognitive functions (observable entity), decision making (observable entity), ability to plan (observable entity).",NEUTRAL,0.2976,0.7017,0.0008,KEEP
54,I’m not sure I’m ready to do this on my own.,Planning suicide (finding),247650009,0.3201,"This person has planning suicide (finding), which involves psychological function (observable entity), cognitive functions (observable entity).",NEUTRAL,0.003,0.99,0.007,KEEP
54,I’m not sure I’m ready to do this on my own.,Feeling nervous (finding),424196004,0.3003,"This person has feeling nervous (finding), which involves psychological function (observable entity), emotion (observable entity).",NEUTRAL,0.0216,0.9773,0.0011,KEEP
54,I’m not sure I’m ready to do this on my own.,Ready for enhanced self-care (finding),425886001,0.293,"This person has ready for enhanced self-care (finding), which involves psychological function (observable entity), readiness (observable entity), ability to perform personal care activity (observable entity).",CONTRADICTION,0.0032,0.0113,0.9855,DROP
54,I’m not sure I’m ready to do this on my own.,Difficulty in thinking independently (finding),285257002,0.2869,"This person has difficulty in thinking independently (finding), which involves psychological function (observable entity), cognitive functions (observable entity), independence of thought (observable entity).",NEUTRAL,0.3313,0.668,0.0007,KEEP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Tends to be disorganized (finding),286817002,0.4146,"This person has tends to be disorganized (finding), which involves psychological function (observable entity).",NEUTRAL,0.0719,0.9133,0.0148,KEEP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Character trait finding of personal organization (finding),286758004,0.4094,"This person has character trait finding of personal organization (finding), which involves psychological function (observable entity).",NEUTRAL,0.3193,0.6317,0.049,KEEP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Tends to be preoccupied with order (finding),286816006,0.4065,"This person has tends to be preoccupied with order (finding), which involves psychological function (observable entity).",ENTAILMENT,0.8921,0.08,0.0279,KEEP
55,"I have a hard time with organization, so I’m worried about doing all of the homework correctly",Developing organized infant behavior (finding),129881001,0.3724,"This person has developing organized infant behavior (finding), which involves psychological function (observable entity), behavior observable (observable entity).",CONTRADICTION,0.0061,0.0666,0.9273,DROP
